epoch,score,n_estimators,max_depth,max_features
83,0.5538073416605811,300,13,0.6677336277643099
44,0.5553611783291577,300,26,0.5922198989030912
63,0.5554141588347887,300,31,0.6290881271186592
18,0.5554154165499389,300,18,0.5807234200881299
1,0.5557058117958968,300,53,0.6140765945684169
65,0.5557058117958968,300,87,0.5890130526263537
21,0.5557149214905623,300,13,0.4787427573968618
87,0.5557873525237219,300,15,0.7987468060463982
52,0.5563032203739504,300,28,0.42647621292068183
30,0.5563377716286336,300,31,0.4126353228624543
54,0.5563821718403692,300,75,0.5728260817649186
72,0.5563821718403692,300,97,0.5709340688235596
8,0.5563821718403692,300,52,0.5457097239943567
6,0.5563821718403693,300,75,0.5351945427256132
13,0.5563821718403693,300,56,0.5764017304134798
64,0.5565587745852254,300,27,0.4922380590517731
74,0.5565998121426281,300,92,0.4122883208490201
92,0.5565998121426281,300,53,0.42640301428489324
89,0.5565998121426281,300,75,0.4548462185112879
68,0.5565998121426281,300,67,0.4359391319394832
67,0.5565998121426281,300,70,0.4339373157350609
10,0.5565998121426281,300,67,0.4376101140612586
36,0.55665424095438,300,68,0.661093578657692
62,0.55665424095438,300,96,0.6770778687587968
73,0.55665424095438,300,70,0.6608177099826578
49,0.55665424095438,300,76,0.6559006230195029
11,0.5571863462875571,300,97,0.5072937141565389
96,0.5571863462875571,300,52,0.4967239813485811
86,0.5571863462875571,300,72,0.4898643929244789
33,0.5571863462875571,300,83,0.49695928627567
40,0.5572444069237799,300,96,0.7063542269897681
59,0.5572444069237799,300,89,0.7301850489020231
81,0.5579602618964158,300,36,0.8019282760129338
4,0.5579770680287603,300,97,0.7669723059080576
5,0.5579770680287603,300,96,0.8092406909814459
50,0.5579770680287603,300,98,0.8167915501556035
60,0.5579770680287603,300,63,0.7691363822565105
39,0.5580891881012826,300,39,0.8472001045911712
25,0.5580895754208064,300,64,0.8643380796899718
15,0.5580895754208064,300,50,0.8601055097089303
93,0.5581843010576509,300,25,0.7787025701154817
32,0.5587338827662136,300,20,0.3603179361051171
22,0.5593285591199557,300,20,0.9005708393406582
48,0.559401095700719,300,40,0.35566995965255366
17,0.559401095700719,300,68,0.402859782575281
88,0.559401095700719,300,56,0.3588799194739236
38,0.5594406786329993,300,75,0.9220920659794444
85,0.5594406786329993,300,51,0.9047393650339751
53,0.5594406786329993,300,74,0.9297455966787624
91,0.5594406786329993,300,42,0.9238249283013744
2,0.5594406786329993,300,73,0.8928780110742636
19,0.5594406786329993,300,51,0.9307498842427993
29,0.5602520134233114,300,29,0.9527377191131542
16,0.5604214928777117,300,37,0.9526886697254688
23,0.560422865471254,300,96,0.9913733450953004
35,0.560422865471254,300,64,0.9718368813153702
95,0.560422865471254,300,71,0.9909293465370053
97,0.5604463053568477,300,24,0.400296611487333
24,0.5604491128988645,300,31,0.9762913647280453
94,0.5604491128988645,300,31,0.9762096621996693
0,0.5613599401262727,300,10,0.8858463617322921
20,0.5613606545980595,300,10,0.7679091800596082
45,0.5615594461402432,300,10,0.8549748324406962
82,0.5616147973351284,300,14,0.3896215619576371
61,0.56631686285747,300,72,0.33573005667218014
57,0.56631686285747,300,51,0.3332984328788874
9,0.56631686285747,300,46,0.34220355499517385
12,0.56631686285747,300,80,0.32950267242422543
26,0.56631686285747,300,96,0.31923578793322777
34,0.56631686285747,300,63,0.33659868614442834
42,0.56631686285747,300,58,0.32459339114854957
78,0.56631686285747,300,50,0.3228704627918279
71,0.5666832929055312,300,12,0.39118744717977083
69,0.5748573409884374,300,24,0.2535565038911403
3,0.5758069504575771,300,70,0.2765460976486057
7,0.5758069504575771,300,61,0.23612712322987184
58,0.5758069504575771,300,89,0.2871983237976027
80,0.5758069504575771,300,62,0.2899570228853461
75,0.5758069504575771,300,79,0.2601279180312246
46,0.5799119743223148,300,8,0.8908345253627833
90,0.5800573711051983,300,8,0.9634750430795196
66,0.595647422973408,300,32,0.17959503433348012
70,0.595647422973408,300,32,0.20456745128659548
56,0.59635839837207,300,57,0.21937874703097737
98,0.59635839837207,300,55,0.2146055471240073
28,0.5963583983720702,300,59,0.19503691189200723
99,0.6062867763950166,300,7,0.6191225775286381
84,0.6116923852703385,300,13,0.2152893326507727
77,0.6268891653716712,300,6,0.7773918110270664
79,0.631468511501586,300,25,0.11958004142820544
41,0.6324689112777413,300,51,0.1353267318916701
51,0.6324689112777413,300,85,0.12217995136054256
14,0.6559474962972371,300,8,0.2830999064518177
55,0.65807288160144,300,6,0.4319447325681408
76,0.6593186579588448,300,7,0.33072394723214116
31,0.6860170221868944,300,5,0.6145753097930029
27,0.729465168383391,300,6,0.2911233016373388
43,0.8202680914168965,300,4,0.3112589476962669
37,0.9581434106280533,300,3,0.2642776690927437
47,0.9693110016799151,300,2,0.47282637817135786
